head0_head0_trans_x,head0_head0_trans_y,head0_head0_trans_z,head0_head0_ori_x,head0_head0_ori_y,head0_head0_ori_z,head0_head0_ori_w,head0_head1_trans_x,head0_head1_trans_y,head0_head1_trans_z,head0_head1_ori_x,head0_head1_ori_y,head0_head1_ori_z,head0_head1_ori_w,head0_head2_trans_x,head0_head2_trans_y,head0_head2_trans_z,head0_head2_ori_x,head0_head2_ori_y,head0_head2_ori_z,head0_head2_ori_w,head0_emo,head0_AU28,head0_AU45,head0_AU26,head0_AU25,head0_AU01,head0_AU05,head0_AU20,head0_AU06,head0_AU23,head0_AU07,head0_AU02,head0_AU09,head0_AU17,head0_AU10,head0_AU04,head0_AU12,head0_AU14,head0_AU15,head0_pose,Class_P0,ClassP1
0,0,0,0,0,0,1,0.560659161,-0.052681809,0.041798302,0.110376834,-0.316867093,-0.105316052,0.93612004,0.932953779,-0.200235534,0.298588522,-0.03095236,-0.556284467,-0.256549976,0.789792158,happy,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,handsOnFace,TRUE,TRUE
0,0,0,0,0,0,1,0.529297765,-0.002495411,0.116330898,0.024686217,-0.344843048,-0.040411554,0.937465076,0.875821266,-0.07222598,0.419379592,-0.076773783,-0.575182552,-0.162523178,0.798033229,supprise,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,armsCrossed,TRUE,TRUE
0,0,0,0,0,0,1,0.636459819,0.006045602,-0.011644431,-0.035418805,-0.315812125,0.019692061,0.947955924,0.875821266,-0.07222598,0.419379592,-0.076773783,-0.575182552,-0.162523178,0.798033229,supprise,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,other,TRUE,TRUE
0,0,0,0,0,0,1,0.473883842,0.038819443,-0.028783752,0.007873373,0.157989504,-0.064860938,0.985276806,1.017838798,0.000674842,-0.270296852,-0.194867352,-0.094336295,0.021774367,0.976039577,supprise,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,armsCrossed,TRUE,TRUE
0,0,0,0,0,0,1,0.45940522,0.026477751,0.224018497,0.115410137,0.250110569,-0.120363432,0.953749363,1.011783388,-0.064172417,-0.103695282,-0.126560595,-0.011049159,0.06095248,0.990022791,happy,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,armsCrossed,TRUE,TRUE
0,0,0,0,0,0,1,0.852366842,-0.34887394,0.394305371,-0.184174057,-0.237235944,-0.26838291,0.915297567,0.371108037,-0.079940597,0.371684731,0.131500924,-0.205379351,-0.144851994,0.958928949,happy,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,armsCrossed,TRUE,TRUE
0,0,0,0,0,0,1,0.2663625,-0.988102585,0.17997062,0.516913167,-0.364291761,-0.390550512,0.669001187,-0.030298247,-0.577379861,0.283254548,0.491914412,-0.37718139,-0.385178175,0.683660869,neutual,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,other,FALSE,FALSE
0,0,0,0,0,0,1,0.296319252,-0.974501089,0.329086587,0.455457932,-0.367459776,-0.367953458,0.722593688,0.061313695,-0.515447665,0.309832668,0.4646771,-0.390336176,-0.339270716,0.718754648,happy,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,0.531516101,-0.043582079,-0.042317641,-0.192608942,-0.150211881,-0.198931488,0.949086113,1.066999641,-0.171935053,0.0539981,-0.29114522,-0.030749266,-0.174778819,0.940075161,sad,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,other,FALSE,FALSE
0,0,0,0,0,0,1,0.560991141,-0.093086889,0.224380351,-0.292509716,-0.192861687,-0.294320457,0.889166972,1.050885488,-0.26181234,0.37447864,-0.361892593,-0.049503778,-0.231613842,0.901630831,happy,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,other,FALSE,FALSE
0,0,0,0,0,0,1,0.540840702,-0.060802996,0.209027405,-0.304711582,-0.247269989,-0.30573265,0.8674883,1.050885488,-0.26181234,0.37447864,-0.361892593,-0.049503778,-0.231613842,0.901630831,happy,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,other,FALSE,FALSE
0,0,0,0,0,0,1,0.540840702,-0.060802996,0.209027405,-0.304711582,-0.247269989,-0.30573265,0.8674883,1.050885488,-0.26181234,0.37447864,-0.361892593,-0.049503778,-0.231613842,0.901630831,happy,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,0.540840702,-0.060802996,0.209027405,-0.304711582,-0.247269989,-0.30573265,0.8674883,1.050885488,-0.26181234,0.37447864,-0.361892593,-0.049503778,-0.231613842,0.901630831,happy,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,armsCrossed,TRUE,FALSE
0,0,0,0,0,0,1,0.743459449,-0.261150416,1.089867759,0.104058624,-0.438558522,-0.058025883,0.890770017,0.223411713,-0.147851028,1.010097366,0.088055799,-0.333411242,-0.036946386,0.937932878,happy,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,0.743459449,-0.261150416,1.089867759,0.104058624,-0.438558522,-0.058025883,0.890770017,0.223411713,-0.147851028,1.010097366,0.088055799,-0.333411242,-0.036946386,0.937932878,happy,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,0.968102983,-0.140243813,-0.123482095,0.357068779,-0.219068512,0.142857406,0.896717701,0.430093313,0.016358429,-0.16249976,-0.022604695,-0.242603631,-0.07027681,0.967312605,happy,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,other,FALSE,FALSE
0,0,0,0,0,0,1,0.99440436,-0.094834931,-0.010556099,0.370249381,-0.201630421,0.142596335,0.895503688,0.449679628,0.035366852,-0.065301813,-0.001154192,-0.221239109,-0.047753887,0.974049019,happy,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,1.026580295,-0.022295085,-0.019097467,0.43792221,-0.200032027,0.152393728,0.863126571,0.467438466,0.084200003,0.072531135,0.102456904,-0.238049722,0.041684566,0.964933837,happy,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,other,TRUE,FALSE
0,0,0,0,0,0,1,1.026580295,-0.022295085,-0.019097467,0.43792221,-0.200032027,0.152393728,0.863126571,0.405403659,0.19300249,-0.17750677,0.302647482,-0.276127059,0.166745913,0.896857932,happy,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,1.026580295,-0.022295085,-0.019097467,0.43792221,-0.200032027,0.152393728,0.863126571,0.383610544,0.262766203,-0.303138176,0.291667704,-0.279327232,0.162828199,0.900218432,sad,,,,,,,,,,,,,,,,,,,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.901217685,-0.415534503,-1.048797456,-0.201131084,0.030723572,0.178753229,0.962626424,-0.444948293,-0.03927287,-0.111880955,0.013572616,-0.05151675,0.018302095,0.99841216,happy,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.417434518,-0.050709026,0.201831402,0.036737403,0.259727237,0.031917082,0.964454989,0.454275134,-0.049456279,-0.265398217,0.159971256,-0.267195766,0.150546124,0.938270475,happy,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.401934515,-0.040188017,0.203909665,0.033525,0.263512825,0.049924272,0.962779638,0.39116992,-0.083583468,-0.522945766,0.272281099,-0.225692071,0.216408543,0.909996393,happy,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,armsCrossed,TRUE,FALSE
0,0,0,0,0,0,1,-0.168063513,-0.246925767,0.432016754,0.097791599,0.52875291,0.179993916,0.823686441,0.28159165,0.202969421,-0.583313062,0.435041888,-0.094699294,0.210452915,0.870333367,neutual,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.216013625,-0.108360262,0.384286881,-0.03895639,0.644678927,0.248057607,0.722038021,-0.004290402,0.055321442,-0.946600125,0.314214386,-0.055943326,0.131025696,0.93860105,happy,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.481472526,0.015128227,0.049149899,-0.0392802,0.280938803,-0.043953101,0.95791366,-0.004290402,0.055321442,-0.946600125,0.314214386,-0.055943326,0.131025696,0.93860105,sad,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.496146398,0.012536884,-0.035164401,-0.04902128,0.245044087,-0.086543338,0.964396475,0.359020286,-0.190948099,-0.665456711,-0.098054877,0.06543008,-0.099649298,0.988015265,happy,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.395553226,-0.287233973,-0.442136772,-0.290054473,-0.005775244,-0.003382119,0.956986735,0.713009443,-0.375672054,-0.458424526,-0.270896947,-0.168588731,-0.020205599,0.947514864,neutual,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.47166492,-0.040140479,0.032579823,0.03102531,0.405121573,0.027774927,0.913314017,0.60800377,-0.160040517,-0.41915797,0.115406239,0.187759671,0.00209445,0.975409309,sad,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.460701768,-0.03392452,0.043190892,0.026642143,0.370882843,0.031419899,0.927765543,0.61241061,-0.149837931,-0.450475989,0.126193599,0.209236673,-0.003556708,0.96968167,sad,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-0.493991797,0.011674466,-0.061856586,-0.010601448,0.288850338,-0.054465763,0.955764915,0.629880596,-0.255420635,-0.296223482,0.066209214,0.106955248,-0.045796762,0.990999279,sad,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.465013149,0.078697356,0.031426302,0.162245328,0.337942098,-0.203236316,0.904525617,0.631673302,-0.292132834,-0.368212446,0.120832559,0.083155559,-0.057886482,0.987488633,sad,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.97994368,0.233607044,0.220393653,0.135350088,0.229868862,-0.067664041,0.961385582,-0.462349478,0.220855795,0.15858441,-0.046675811,0.029442658,-0.065833659,0.996303381,happy,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.904518107,0.620135932,0.182065344,-0.041571939,0.085823323,-0.223383136,0.970054692,-0.427293799,0.451371042,0.210334863,-0.195005702,-0.225663521,-0.21109408,0.930853394,supprise,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.903144148,0.575760474,-0.067178644,-0.096242001,0.077824429,-0.244963052,0.961599677,-0.413030614,0.376168963,-0.085580384,-0.195294211,-0.185779802,-0.199339242,0.942130513,happy,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.903144148,0.575760474,-0.067178644,-0.096242001,0.077824429,-0.244963052,0.961599677,-0.413030614,0.376168963,-0.085580384,-0.195294211,-0.185779802,-0.199339242,0.942130513,sad,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.983582517,0.189683452,0.481706317,-0.0212829,0.20333689,-0.000804086,0.978877163,-0.535798083,0.196850642,0.092263173,-0.001602399,-0.169442745,-0.016770833,0.985396026,happy,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-1.108659673,0.25447912,0.703797681,-0.058298362,0.144905161,-0.018409487,0.987555004,-0.588088485,0.262544966,0.758831677,-0.032326049,-0.109995588,0.010253605,0.993353341,neutual,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.809979919,0.008760184,0.486665524,0.07864837,0.230097969,0.086629904,0.966107974,-0.534777778,0.178548643,-0.057298871,-0.108120317,-0.222862149,0.080469089,0.965488055,happy,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-1.028263732,-0.043719804,0.240008587,0.096329432,0.250266247,0.087888603,0.959355534,-0.606415652,0.077087083,0.113769179,0.061053336,0.15556501,0.157953812,0.973202246,happy,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-0.996330651,-0.04736653,0.305944342,0.136118614,0.277132526,0.056552223,0.949458336,-0.60764669,0.075408236,0.121333127,-0.028597427,0.163861775,0.180107232,0.969480733,happy,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-1.056013218,-0.049386682,0.246539381,0.099697801,0.212254176,0.106379101,0.966277393,-0.604840064,0.069158747,0.13127801,-0.03414633,0.202408362,0.198306137,0.958404695,happy,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-1.078275789,-0.066453466,0.204995474,0.164441476,0.239464757,0.116117021,0.949806543,-0.593414076,0.0524729,0.1404811,-0.026723385,0.189699776,0.187847098,0.963334482,happy,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-1.32376074,-0.107388177,0.066728188,0.347071841,0.180659715,0.126596147,0.911524339,-0.261041637,0.087950411,0.86808992,-0.141606682,0.198610286,0.16021871,0.956468226,neutual,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-1.116986162,0.077283193,0.120225681,-0.022994002,0.318592415,0.097312625,0.942602993,-0.480747036,0.108559134,0.083455772,0.045754239,0.196271483,0.02642804,0.979124922,happy,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-1.1213872,0.029751488,0.11861144,-0.01271488,0.313483256,0.121301861,0.941728431,-0.480901428,0.086303988,0.085542367,0.060510457,0.188302971,0.037369541,0.979532538,happy,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.9087721,-0.102430404,0.512191205,-0.120637841,0.318467395,0.132282268,0.930874015,-0.472258691,0.014562923,0.212859715,0.144227785,0.202508027,0.054809824,0.967049496,happy,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.929174452,-0.089512106,0.500339266,-0.121977878,0.315260616,0.10888526,0.934813426,-0.474023498,0.020964599,0.204837174,0.12536939,0.193501432,0.038836326,0.97228157,happy,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.971546222,-0.039322918,0.408305886,-0.117803293,0.299716228,0.056645639,0.945031131,-0.480450595,-0.054322074,0.06361397,0.250928679,0.15876461,0.143532596,0.944048193,happy,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.971546222,-0.039322918,0.408305886,-0.117803293,0.299716228,0.056645639,0.945031131,-0.466610937,-0.070622852,0.07632003,0.362803571,0.219127677,0.135062811,0.895608546,happy,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-0.971546222,-0.039322918,0.408305886,-0.117803293,0.299716228,0.056645639,0.945031131,-0.367270329,-0.361421285,0.158575455,0.477189912,0.049149424,0.285453059,0.82969312,happy,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,other,FALSE,FALSE
0,0,0,0,0,0,1,-0.971546222,-0.039322918,0.408305886,-0.117803293,0.299716228,0.056645639,0.945031131,-0.403241102,-0.219485972,-0.092407735,0.502692097,0.053705099,0.403731853,0.762507055,happy,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,other,FALSE,FALSE
0,0,0,0,0,0,1,-1.224315221,0.046654497,0.144495757,-0.015731511,0.370202541,0.118913617,0.921174332,-0.555001624,0.110686187,-0.052495673,0.192215943,0.016460678,0.13747672,0.971536015,neutual,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,other,FALSE,FALSE
0,0,0,0,0,0,1,-1.206100292,0.007674401,0.20838708,-0.010500995,0.396055637,0.124304942,0.90971311,-0.534660221,0.077475006,0.043140248,0.081978105,0.173498528,0.030246716,0.980950043,neutual,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-1.205529796,0.002091756,0.200458116,-0.005937648,0.413690189,0.128333063,0.901307826,-0.493055791,0.06592503,0.11065595,0.066082219,0.236093086,0.038766852,0.96870549,neutual,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,armsCrossed,FALSE,FALSE
0,0,0,0,0,0,1,-1.141796939,-0.098004246,0.272433467,-0.005115484,0.429314698,0.206353219,0.879250289,-0.466119663,-0.003067647,0.172490448,0.116250791,0.232412791,0.055261456,0.964062353,happy,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-0.772890926,-0.133319427,0.829255921,-0.080402936,0.42502197,0.254662697,0.86489225,-0.471870763,0.014200487,0.214871867,0.113928589,0.207376142,0.04808935,0.97041374,happy,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,handsOnFace,FALSE,FALSE
0,0,0,0,0,0,1,-0.793621981,-0.162260018,0.798360869,-0.11331284,0.390612401,0.323972377,0.854180339,-0.484722911,0.011296572,0.187000626,0.116933709,0.204416432,0.057888919,0.970149114,happy,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,handsOnFace,FALSE,FALSE
